Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,ALLEN INSTITUTE SOUTH,615 Westlake Ave N,,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.625077,-122.339032,2026-01-05,120879,2026-01-05 01:04:31 UTC,,,,2019-03-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,RED 160,16015 Cleveland St,,Redmond,WA,98052,,888-998-2546,T,2025-12-02,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,47.674374,-122.127167,2026-01-05,120927,2026-01-05 00:49:13 UTC,,,,2019-03-23,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,PACIFIC LUTH U STATION 3,508 122nd St S,,Tacoma,WA,98447,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.145098,-122.438741,2026-01-04,121095,2026-01-04 01:23:57 UTC,,,,2019-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PACIFIC LUTH U STATION 2,512 122nd St S,,Tacoma,WA,98447,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.145084,-122.438862,2026-01-04,121096,2026-01-04 01:24:05 UTC,,,,2019-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SIA ECO 3,W McFarlane rd,Charger is left of entrance,Spokane,WA,99224,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.630363,-117.538616,2026-01-04,121126,2026-01-04 01:20:34 UTC,,,,2019-04-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,T-MOBILE PARK GRIFFEY,1518 1st Ave S,,Seattle,WA,98134,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.589593,-122.332945,2026-01-04,121549,2026-01-04 01:23:41 UTC,,,,2019-04-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 2539 (Spokane Valley, WA)",15727 E Broadway Ave,,Spokane Valley,WA,99037,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com,GPS,47.66565,-117.19014,2026-01-04,121703,2026-01-04 03:38:32 UTC,,,,2019-02-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,North Bend Premium Outlets,461 S. Fork Avenue,,North Bend,WA,98045,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,47.49129,-121.79356,2026-01-04,121704,2026-01-04 03:36:10 UTC,,,,2019-01-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Walmart 2947 Vancouver,9000 NE HIGHWAY 99,,Vancouver,WA,98665,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com,GPS,45.68739,-122.66091,2026-01-04,121709,2026-01-04 03:35:22 UTC,,,,2019-01-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Naval Facilities Engineering Command - Naval Air Station Whidbey Island - B103,1115 W Lexington St,,Oak Harbor,WA,98278,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,48.343208,-122.674995,2025-12-12,122106,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1100,1035 Trident Blvd,,Silverdale,WA,98315,,,E,,Private - Government only,Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,47.658,-122.712,2025-12-12,122107,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,NEMA520,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1100,1036 Trident Blvd,,Silverdale,WA,98315,,,E,,Private - Government only,Fleet use only,,,,,,1,,,Non-Networked,,GPS,47.658,-122.712,2025-12-12,122108,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1101,1037 Trident Blvd,,Silverdale,WA,98315,,,E,,Private - Government only,Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,47.658,-122.712,2025-12-12,122109,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,NEMA520,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1101,1038 Trident Blvd,,Silverdale,WA,98315,,,E,,Private - Government only,Fleet use only,,,,,,1,,,Non-Networked,,GPS,47.658,-122.712,2025-12-12,122110,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 7000,1039 Trident Blvd,,Silverdale,WA,98315,,,E,,Private - Government only,Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3,,,,Non-Networked,,GPS,47.658,-122.712,2025-12-12,122111,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,NEMA520,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building T51 2,1040 Trident Blvd,,Silverdale,WA,98315,,,E,,Private - Government only,Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2,,,,Non-Networked,,GPS,47.658,-122.712,2025-12-12,122112,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,NEMA520,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building T51 2,1041 Trident Blvd,,Silverdale,WA,98315,,,E,,Private - Government only,Fleet use only,,,,,,2,,,Non-Networked,,GPS,47.658,-122.712,2025-12-12,122113,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - T-75,1042 Trident Blvd,,Silverdale,WA,98315,,,E,,Private - Government only,Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,47.658,-122.712,2025-12-12,122114,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,NEMA520,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - T-75,1043 Trident Blvd,,Silverdale,WA,98315,,,E,,Private - Government only,Fleet use only,,,,,,1,,,Non-Networked,,GPS,47.658,-122.712,2025-12-12,122115,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Naval Base Kitsap - Building 427,120 S Dewey St,,Silverdale,WA,98315,,,E,,Private - Government only,Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3,1,,,Non-Networked,,GPS,47.563229,-122.646326,2025-12-12,122116,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,J1772 NEMA520,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Port Hadlock-Irondale - 151,Chimacum Rd,,Port Hadlock,WA,98339,,,E,,Private - Government only,Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,1,,,Non-Networked,,GPS,48.0553,-122.6957,2025-12-12,122124,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,J1772 NEMA520,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,"Naval Facilities Engineering Command - Naval Station Everett - B2134-1,2,3,4,5,6",2000 W Marine View Dr,,Everett,WA,98207,,,E,,Private - Government only,,,,,,,12,,,Non-Networked,,GPS,47.993164,-122.221138,2025-01-13,122125,2025-02-12 00:16:32 UTC,FG,14,Department of Navy,2019-02-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Naval Facilities Engineering Command - Naval Station Everett B2003-1,2",2000 W Marine View Dr,,Everett,WA,98207,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,47.992104,-122.214104,2025-12-12,122126,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Naval Sea Systems Command,610 Dowell Rd,,Keyport,WA,98345,,,E,,Private - Government only,Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,4,,,,Non-Networked,,GPS,47.70251,-122.62316,2025-12-12,122127,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,NEMA520,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Naval Facilities Engineering Command - Naval Sea Systems Command,611 Dowell Rd,,Keyport,WA,98345,,,E,,Private - Government only,Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,20,,,,Non-Networked,,GPS,47.70224,-122.624811,2025-12-12,122128,2025-12-12 22:54:41 UTC,FG,14,Department of Navy,2019-02-01,,,,,NEMA520,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,3rd Street Parking,17 N 3rd St,,Yakima,WA,98901,,509-575-5570,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,46.603762,-120.503347,2025-07-03,122190,2025-07-03 19:15:09 UTC,LG,,,2016-05-15,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,SKAGITYMCA ONE,1901 Hoag Rd,Front Parking Lot,Mount Vernon,WA,98273,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,48.443205,-122.316279,2026-01-04,122217,2026-01-04 01:21:06 UTC,,,,2019-05-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Fred Meyer - Tesla Supercharger,18805 US-2,,Monroe,WA,98272,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,200-9,47.862572,-121.976585,2024-07-01,122266,2025-05-06 21:07:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Blue Mountain Station - Tesla Destination,700 Artisan Wy,,Dayton,WA,99328,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,46.31017,-117.99763,2024-07-01,122580,2025-02-12 00:16:32 UTC,P,,,2018-07-27,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Washington Athletic Club Garage - Tesla Destination,1325 6th Ave,,Seattle,WA,98101,,877-798-3752,E,,Public,,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.609629,-122.333133,2024-07-01,122581,2025-02-12 00:16:32 UTC,P,,,2019-01-29,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hotel Interurban - Tesla Destination,223 Andover Park E,,Tukwila,WA,98188,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.457152,-122.251628,2024-07-01,122582,2025-02-12 00:16:32 UTC,P,,,2018-10-04,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Patterson Cellars - Tesla Destination,19501 144th Ave NE Suite D500,,Woodinville,WA,98072,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.769459,-122.151217,2024-07-01,122583,2025-02-12 00:16:32 UTC,P,,,2017-07-13,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,LINCOLN SQUARE LS NORTH DUAL 4,700 Bellevue Way,,Bellevue,WA,98004,,888-758-4389,T,2025-11-14,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.617024,-122.201104,2026-01-04,122765,2026-01-04 01:24:53 UTC,,,,2019-05-15,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,188 BLAINE ATRIUM4,1818 Fairview Ave East,,Seattle,WA,98102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.635213,-122.325845,2026-01-04,122773,2026-01-04 01:23:37 UTC,,,,2019-05-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,188 BLAINE ATRIUM3,1823 Eastlake Ave E,,Seattle,WA,98102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.635119,-122.325866,2026-01-04,122774,2026-01-04 01:23:37 UTC,,,,2019-05-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BELLEVUE PLACE BELL PLACE #2,575 Bellevue Way NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.618421,-122.20129,2026-01-04,122781,2026-01-04 01:24:56 UTC,,,,2019-05-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BELLEVUE SQUARE BELL SQ WEST #4,600 100th Ave NE,2nd floor of the parking garage.,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.615943,-122.205532,2026-01-04,122957,2026-01-04 01:25:08 UTC,,,,2019-05-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BELLEVUE SQUARE BELL SQ WEST #3,2086 Bellevue Square,2nd floor of parking garage.,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.615991,-122.205533,2026-01-04,122993,2026-01-04 01:25:08 UTC,,,,2019-05-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 2596 - Mount Vernon, WA",2301 Freeway Dr.,,Mount Vernon,WA,98273,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,48.44239,-122.34421,2026-01-04,123004,2026-01-04 03:36:16 UTC,,,,2019-05-23,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Lake Quinault Lodge,345 S Shore Rd,,Quinault,WA,98575,,360-288-2900,E,,Public,24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,200-8,47.465555,-123.850735,2025-11-13,123007,2025-11-13 20:02:17 UTC,P,,,2018-05-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,Olympic National Park,,,LD,false,
ELEC,"Target T2290 - Renton, WA",1215 N Landing Way,,Renton,WA,98057,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com,GPS,47.49721,-122.19924,2026-01-04,123050,2026-01-04 03:36:05 UTC,,,,2019-05-28,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Verizon - Bellevue,3245 158th Ave SE,,Bellevue,WA,98008,,,E,,Private,For employee use only,,,,,,5,,,Non-Networked,,200-9,47.579872,-122.135431,2025-12-12,123331,2025-12-12 22:54:41 UTC,P,,,2019-05-01,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,"Target T0338 - Lynnwood, WA",18305 Alderwood Mall Pkwy,,Lynnwood,WA,98037,,833-632-2778,E,,Public,24 hours daily,,,,,,,3,,Electrify America,https://www.electrifyamerica.com,GPS,47.83199,-122.26733,2026-01-04,123446,2026-01-04 03:35:33 UTC,,,,2019-05-31,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 3531 - Lacey, WA",1401 Galaxy Dr. NE,,Lacey,WA,98516,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com,GPS,47.05966,-122.77201,2026-01-04,123479,2026-01-04 03:37:09 UTC,,,,2019-06-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,VALLEY MED CTR NE GARAGE #4,3917 Talbot Rd S,Northeast Garage on East side of building,Renton,WA,98055,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.444636,-122.21277,2026-01-04,123545,2026-01-04 01:25:27 UTC,,,,2019-06-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,VALLEY MED CTR NE GARAGE #2,3921 Talbot Rd S,Northeast Garage East side of building.,Renton,WA,98055,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.444881,-122.212781,2026-01-04,123546,2026-01-04 01:25:27 UTC,,,,2019-06-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 5073 - Covington, WA",17432 SE 270th PL,,Covington,WA,98042,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com,GPS,47.36029,-122.10773,2026-01-04,124057,2026-01-04 03:35:33 UTC,,,,2019-06-19,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Seattle Premium Outlets,10600 Quil Ceda Blvd.,,Tulalip,WA,98271,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,48.09546,-122.1869,2026-01-04,124683,2026-01-04 03:35:28 UTC,,,,2019-06-25,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Three Rivers Mall,351 Three Rivers Dr.,,Kelso,WA,98626,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,46.13988,-122.90126,2026-01-04,124684,2026-01-04 03:35:43 UTC,,,,2019-06-25,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 4137 - Tacoma, WA",1965 S Union Ave.,,Tacoma,WA,98405,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com,GPS,47.23947,-122.48025,2026-01-04,135872,2026-01-04 03:35:27 UTC,,,,2019-07-30,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 2269 - Yakima, WA",1600 East Chestnut Ave.,,Yakima,WA,98901,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,46.60252,-120.47924,2026-01-04,136697,2026-01-04 03:35:37 UTC,,,,2019-08-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Vancouver Mall Ulta,8700 Ne Vancouver Mall Dr,,Vancouver,WA,98662,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,45.657386,-122.584791,2026-01-04,137161,2026-01-04 03:29:13 UTC,,,,2019-07-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Vancouver Mall North Entrance,8700 Ne Vancouver Mall Dr,,Vancouver,WA,98662,,855-900-7584,E,,Public,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,45.658859,-122.5835,2026-01-04,137162,2026-01-04 03:29:13 UTC,,,,2019-07-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LAKEVIEW L&P 1 LLP 1,11509 Bridgeport Way SW,In the left parking lot,Lakewood,WA,98499,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.153199,-122.504023,2026-01-04,143416,2026-01-04 01:26:07 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,VIDA APARTMENTS VIDA 1,1205 NE 66th ST,West end level P1,Seattle,WA,98115,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.678055,-122.314119,2026-01-04,143575,2026-01-04 01:24:15 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,COLLEGE HALL MUSIC HALL,302 E Boone Ave,,Spokane,WA,99202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.668051,-117.4063,2026-01-04,143885,2026-01-04 01:13:18 UTC,,,,2019-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Avista - Gonzaga School of Law DCFC,721 N. Cincinnati St.,,Spokane,WA,99202,,888-356-8911,E,,Public,24 hours daily,,,,,,,2,,FLO,https://www.flo.com,GPS,47.66355,-117.39822,2026-01-04,143939,2026-01-04 04:12:12 UTC,,,,2019-08-21,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 3053 - Everett, WA",1605 SE Everett Mall Way,,Everett,WA,98208,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com,GPS,47.91349,-122.21331,2026-01-04,143970,2026-01-04 03:35:50 UTC,,,,2019-08-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Cow Creek Mercantile,1611 Smittys Blvd.,,Ritzville,WA,99169,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,47.11948,-118.36271,2026-01-04,143971,2026-01-04 03:36:41 UTC,,,,2019-08-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 5462 - Vancouver, WA",430 SE 192nd Ave.,,Vancouver,WA,98683,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com,GPS,45.61776,-122.47814,2026-01-04,144090,2026-01-04 03:35:45 UTC,,,,2019-08-27,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
